First_Level_Chinese,First_Level_English,Second_Level_Chinese,Second_Level_English,Description_2nd,Third_Level_Chinese,Third_Level_English,Description_3rd,Fourth_Level_Chinese,Fourth_Level_English,Description_4th,Label
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位贷款、租赁业务信息,CorporateLoanAndLeaseBusinessInformation,银行贷款、租赁业务所涵盖的相关属性信息，包括指贷款、租赁业务所涵益的相关属性信息，包括放款、还款、逾期、展期等相关业务属性信息。,单位贷款、租赁催收信息,Collection Information Of Unit Loan And Lease,指贷款（租赁）业务涉及催收相关数据信息，如催收方式、催收周期等。,M2_CIOULAL
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位身份鉴别信息,UnitIdentificationInformation,指单位用户签别信息数据（该类信息一旦遭到未经授权的查看或未经授权的变更，会对金融信息主体的信息安全与财产安全造成严重危害）。,单位身份传统鉴别信息,Traditional Identification Information Of UnitIdentity,指用于验证单位是否具有访问或使用权限的数据。如银行卡磁道（或芯片等效信息）、卡片验证码（CVN和CVN2）、卡片有效期、银行卡密码、支付密码等支付敏感信息，账户（包括但不限于支付账号、网络支村业务系统中个人金融信息主体登录用户、证券账户、保险账户）的登录密码、交易密码、查询密码等。,M4_TIIOU
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位资讯信息,CompanyInformation,指外部资讯、用于补充单位基础信息的数据。,企业信贷信息,Enterprise Credit Information,指企业信贷历史记录信息，如企业借款信息、企业还款信息、企业欠款信息等企业在信贷过程中产生的数据。,M3_ECI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位资讯信息,CompanyInformation,指外部资讯、用于补充单位基础信息的数据。,企业司法信息,Corporate Judicial Information,指企业的司法相关数据，如失信被执行人信息、被执行人信息、开庭公告信息、立案公告信息等。,M2_CJI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位资讯信息,CompanyInformation,指外部资讯、用于补充单位基础信息的数据。,企业税务信息,Enterprise Tax Information,指企业税务数据，如纳税情况、企业纳税人信用评级信息、企业增值税缴纳额同比减少20%以上信息等。,M2_ETI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位资讯信息,CompanyInformation,指外部资讯、用于补充单位基础信息的数据。,企业工商信息,Enterprise Business Information,指企业在市场监管部门录入的可查询数据，如企业证照信息、注册日期、企业类型、股东及出资人信息、主要管理人员信息、企业对外投资等。,M1_EBI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位关系信息,CompanyRelationshipInformation,指单位与单位、单位与个人之间的关联关系数据，如单位问关系信息、公私间关系信息等。,单位间关系信息,Inter Company Relationship Information,指描述单位与单位关联方关系的数据，如集团关系、家族企业、互持股情况等关系。,M2_ICRI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位关系信息,CompanyRelationshipInformation,指单位与单位、单位与个人之间的关联关系数据，如单位问关系信息、公私间关系信息等。,单位关系_公私间关系信息,Unit Relationship Public Private Relationship Information,指描述单位与个人关联方之间关系的数据，如法定代表人、财务负责人、业务经办人、一般雇员、高管等。,M2_URPPRI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位行为信息,UnitBehaviorInformation,指单位通过各类渠道和金融业机构发生业务关系时的行为数据。,单位行为信息,Unit Behavior Information,指发生业务关系时的行为数据，如通过网上银行、手机银行、APP、柜面、客户经理、远程银行、邮件、短信、社交网络、辅助渠道等咨询、购买或使用金融业机构产品或服务时产生的拜访时间、地点、网页浏览习惯、APP浏览习惯等行为记录。,M2_UBI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位标签信息,CompanyLabelInformation,指根据单位属性构建的特征值描述数据，主要用于对单位数据分类分析。,单位基础标签信息,Company Basic Label Information,指基于单位自有属性构建的标签数据，如金融客户标签等。,M2_CBALI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位标签信息,CompanyLabelInformation,指根据单位属性构建的特征值描述数据，主要用于对单位数据分类分析。,单位关系标签信息,Company Relation Label Information,指基于单位关联关系构建的标签数据，如供应链核心客户标签等。,M2_CRLI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位标签信息,CompanyLabelInformation,指根据单位属性构建的特征值描述数据，主要用于对单位数据分类分析。,单位签约标签信息,Unit Signing Label Information,指基于单位的使用产品及投资偏好构建的标签数据，如网银签约标签等。,M2_USLI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位标签信息,CompanyLabelInformation,指根据单位属性构建的特征值描述数据，主要用于对单位数据分类分析。,单位交易类标签信息,Company Transaction Label Information,指基于单位交易信息构建的标签数据，如结算客户标签等。,M2_CTLI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位标签信息,CompanyLabelInformation,指根据单位属性构建的特征值描述数据，主要用于对单位数据分类分析。,单位行为标签信息,Company Behavior Label Information,指基于单位行为习惯构建的标签数据，如偏好使用网银客户标签等。,M2_CBLI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位标签信息,CompanyLabelInformation,指根据单位属性构建的特征值描述数据，主要用于对单位数据分类分析。,单位营销标签信息,Company Marketing Label Information,指基于营销策略和服务对单位构建的分类标签数据，如战略客户标签等。,M2_CMLI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位标签信息,CompanyLabelInformation,指根据单位属性构建的特征值描述数据，主要用于对单位数据分类分析。,单位风险标签信息,Unit Risk Label Information,指基于单位风险信息构建的标签数据，如高风险客户标签等。,M2_URLI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位标签信息,CompanyLabelInformation,指根据单位属性构建的特征值描述数据，主要用于对单位数据分类分析。,单位价值标签信息,Unit Value Tag Information,指基于单位价值构建的评价标签数据，如客户评级、贡献度等。,M2_UVTI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,客户服务信息,CustomerServiceInformation,指为满足需要，金融业机构在处理业务和提升客户体验等活动中记录的相关数据。,单位客户服务柜面服务信息,Unit Customer Service Counter Service Information,指柜面服务交互双方和服务过程数据，如服务内容、服务人员信息、服务评价等。,M2_UCSCSI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,客户服务信息,CustomerServiceInformation,指为满足需要，金融业机构在处理业务和提升客户体验等活动中记录的相关数据。,单位客户服务电话服务信息,Corporate Customer Service Telephone Service Information,指电话服务交互双方和服务过程数据，如客户服务内容、电话录音、服务人员信息、服务记录、服务评价等。,M2_CCSTSI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,客户服务信息,CustomerServiceInformation,指为满足需要，金融业机构在处理业务和提升客户体验等活动中记录的相关数据。,单位客户服务网络服务信息,Corporate Customer Service Network Service Information,指网络服务双方和服务过程数据，如设备类型（pc/移动设备）、客户端类型（浏览器/APP）、IP地址、服务内容、沟通文字或多媒体记录、服务人员信息、服务评价等。,M2_CCSNSI
客户,Customer,单位,Company,指金融业机构提供业务服务团体对象（如政府机关、企 事业单位、社会团体、民间组织等）的数据。,单位音影像信息,CompanyAudioAndVideoInformation,指金融业机构在提供金融产品或服务的过程中产生的音影像资料。,单位客户及监管相关音影像信息,Audio And Video Information Related To Unit Customers And Supervision,指金融业机构在客户开户或办理各项业务等活动时所采集的及其处理后（如压缩、分段传输）的音影像资料，或监管资料所转化的影像资料数据，如证件扫描件、业务合同扫描件、签名影像、声纹录音等。,M3_AAVIRTUCAS
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,中间业务信息,IntermediateBusinessInformation,指金融业机构代理 客户办理收款、付款和其他委托事项而收取手续费的业务信息，包括支付结算类、担保承诺类、代理类、基金托管类业务信息等。,中间业务基本信息,Basic Information Of Intermediate Business,指中间业务的基本属性数据信息，如中间业务类型、手续费、费率等。,M2_BIOIB
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,中间业务信息,IntermediateBusinessInformation,指金融业机构代理 客户办理收款、付款和其他委托事项而收取手续费的业务信息，包括支付结算类、担保承诺类、代理类、基金托管类业务信息等。,咨询顾问类中间业务信息,Information On Intermediate Business Of Consultants,指金融业机构依靠自身在信息、人才、信誉等方面的优势，收集和整理有关数据，并通过对这些数据以及银行和客户资金运动的记录和分析，并形成系统的资料和方案，提供给客户的业务数据信息，例如信息咨询、财务顾问等信息。,M2_IOIBOC
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,保险业务信息,InsuranceBusinessInformation,指在保险合同生命同期中的业务过程 （如核保、保全批改、理赔等）的相 关信息。,保单基本信息,Basic Information Of Insurance Policy,指在保险业务中的保单基本信息数据，如投保单号、保单号、保险人、投保人、被保险人、受益人、签单日期、生效日期、保险费及支付方法、特别约定、健康告知、违约责任及争议处理等。,M3_BIOIP
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,保险业务信息,InsuranceBusinessInformation,指在保险合同生命同期中的业务过程 （如核保、保全批改、理赔等）的相 关信息。,保单责任信息,Policy Liability Information,指保险合同中约定的保险人向被保险人提供保险保障的范围数据。如保险责任名称、保险期间、保险金额、责任保费和费率、保险金赔偿及给付方法等。,M2_PLI
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,保险业务信息,InsuranceBusinessInformation,指在保险合同生命同期中的业务过程 （如核保、保全批改、理赔等）的相 关信息。,财产险标的信息,Information On The Subject Matter Of Property Insurance,指具有经济价值的有形实物保险标的是投保人请求保险人承担风险、给予经济保障的保险利益的承担者。财产险标的（如车辆、房屋、工程、地块、 农作物、林木等）的属性数据，如车架号/Vin码、车辆牌照号、车牌种类、 车辆种类、厂牌车型、发动机号、工程信息、地块代码、地块面积、林地面积等。,M2_IOTSMOPI
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,保险业务信息,InsuranceBusinessInformation,指在保险合同生命同期中的业务过程 （如核保、保全批改、理赔等）的相 关信息。,责任险标的信息,Information On Subject Matter Of Liability Insurance,指属于被保险人对第三者在法律上应负的经济赔偿责任的责任险的标的数据，如雇主责任、产品责任、公众责任等，具体信息包括投保企业的信息、作业方式、作业环境、以往事故信息、风险等级、危险品信息、消防设施、安全管理水平等。,M2_IOSMOLI
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,保险业务信息,InsuranceBusinessInformation,指在保险合同生命同期中的业务过程 （如核保、保全批改、理赔等）的相 关信息。,保全批改信息,Preserve Correction Information,指客户为维持保险合同效力所进行保全（变更） 的相关数据，如保全批改项目、变更原因、变更内容、变更影响、生效时间等。,M2_PCORI
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,保险业务信息,InsuranceBusinessInformation,指在保险合同生命同期中的业务过程 （如核保、保全批改、理赔等）的相 关信息。,销售渠道费用信息,Sales Channel Expense Information,指保险销售过程中需要向中介机构、代理人支付的费用数据，如代理人佣金、代理机构手续费、经纪人/机构经纪费等。,M3_SCEI
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,保险业务信息,InsuranceBusinessInformation,指在保险合同生命同期中的业务过程 （如核保、保全批改、理赔等）的相 关信息。,理赔案件信息,Claim Case Information,指案件理赔相关数据，如报案人、出险人、报案日期、出险时间、出险地点、出险描述、事故结果、索赔金额、索赔材料等。,M2_CCAI
业务,Business,合约协议,ContractAgreement,指合同或协议所包含的所有属性数据，如合同法以及商业银行法所规定的基本属性信息，以及各种特定业务合同所包含的特定属性信息。,保险业务信息,InsuranceBusinessInformation,指在保险合同生命同期中的业务过程 （如核保、保全批改、理赔等）的相 关信息。,赔付结果信息,Compensation Result Information,指赔付结果相关书，如理赔结论、理赔时效、核赔金额、追偿费用、追偿赔款、拒赔原因、黑名单、诉讼信息等。,M2_CREI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,反洗钱业务信息,AntiMoneyLaunderingBusinessInformation,指反洗钱业务所涵盖的相关属性信息，包括分类考核评级信息、行政监管信息等。,分类考核评级信息,Classification Assessment Rating Information,指反洗钱工作中对金融业机构分类考核评级的信息。如反洗钱考核等级、反洗钱指标得分值等。,M3_CARI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,反洗钱业务信息,AntiMoneyLaunderingBusinessInformation,指反洗钱业务所涵盖的相关属性信息，包括分类考核评级信息、行政监管信息等。,国际合作信息,International Cooperation Information,指反洗钱工作中涉及外事活动、国际合作的信息。如反洗钱外事活动名称、 反洗钱外事活动类型等。,M2_ICI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,反洗钱业务信息,AntiMoneyLaunderingBusinessInformation,指反洗钱业务所涵盖的相关属性信息，包括分类考核评级信息、行政监管信息等。,行政监管信息,Administrative Supervision Information,指反洗钱工作中行使监管职能，对金融业机构进行检查、处罚等业务的信息。如反洗钱检查计划名称、反洗钱检查计划年度等。,M2_ASI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,反洗钱业务信息,AntiMoneyLaunderingBusinessInformation,指反洗钱业务所涵盖的相关属性信息，包括分类考核评级信息、行政监管信息等。,调查协查信息,Information Of Investigation Assistance,指反洗钱工作中自行调查或协助其他机构调查反洗钱案件的信息。如反洗钱行政调查报告ID、反洗钱行政调查通知书文号等。,M3_IOIA
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,反洗钱业务信息,AntiMoneyLaunderingBusinessInformation,指反洗钱业务所涵盖的相关属性信息，包括分类考核评级信息、行政监管信息等。,问卷调查信息,Questionnaire Information,指反洗钱工作中向金融业机构发放问卷调查的信息。如反洗钱问卷调查名称、反洗钱问卷调查回答状态等。,M2_QI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,反洗钱业务信息,AntiMoneyLaunderingBusinessInformation,指反洗钱业务所涵盖的相关属性信息，包括分类考核评级信息、行政监管信息等。,信息沟通信息,Information Communication Information,指反洗钱工作中及与金融业机构之间的通告、交流、信息共享的信息。如反洗钱通知通告文号、反洗钱通知通告内容等。,M2_ICOI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,反洗钱业务信息,AntiMoneyLaunderingBusinessInformation,指反洗钱业务所涵盖的相关属性信息，包括分类考核评级信息、行政监管信息等。,宣传培训信息,Publicize Training Information,指反洗钱业务中反洗钱如反洗钱宣传培训人数、反洗钱培训课时等。,M2_PTI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,身份核查业务信息,IdentityVerificationBusinessInformation,指身份核查业务所涵盖的相关属性信息，如居民身份证信息等。,非居民身份信息核查信息,Non Resident Identity Information Verification Information,指对非居民身份信息联网核查业务信息。如核查流水号、核查结果等。,M2_NRIIVI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,身份核查业务信息,IdentityVerificationBusinessInformation,指身份核查业务所涵盖的相关属性信息，如居民身份证信息等。,居民身份证核查信息,Verification Information Of Resident Identity Card,指对居民身份证联网核查业务的信息。如核查流水号、联网核查查询时间等。,M2_VIORIC
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,身份核查业务信息,IdentityVerificationBusinessInformation,指身份核查业务所涵盖的相关属性信息，如居民身份证信息等。,失效居民身份证核查信息,Verification Information OfInvalid I D Card,指对失效居民身份证联网核查业务的信息。如核查流水号、被核查居民身份证有效期起始日期等。,M2_VIOIDC
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,身份核查业务信息,IdentityVerificationBusinessInformation,指身份核查业务所涵盖的相关属性信息，如居民身份证信息等。,异议反馈信息,Objection Feedback Information,指身份核查业务中对核查结有异议的反惯信息。如异议反馈内容、异议反馈方式等。,M2_OFI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,征信管理业务信息,CreditManagementBusinessInformation,指征信管理业务所涵盖的相关属性信息，如个人征信机构管理信息、信用评级信息等。,个人征信机构管理信息,Management Information OfIndividual Credit Bureau,指征信管理业务中对个人征信机构的管理信息。如个人征信机构许可证号、个人征信机构总资产等。,M2_MIOCB
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,征信管理业务信息,CreditManagementBusinessInformation,指征信管理业务所涵盖的相关属性信息，如个人征信机构管理信息、信用评级信息等。,企业征信机构管理信息,Management Information Of Enterprise Credit Bureau,指征信管理业务中对企业征信机构的管理信息。如企业征信机构总资产等。,M2_MIOECB
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,征信管理业务信息,CreditManagementBusinessInformation,指征信管理业务所涵盖的相关属性信息，如个人征信机构管理信息、信用评级信息等。,事件公告信息,Event Announcement Information,指征信管理业务中重要事件信息。如事件公告标题、事件公告内容等。,M2_EAI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,征信管理业务信息,CreditManagementBusinessInformation,指征信管理业务所涵盖的相关属性信息，如个人征信机构管理信息、信用评级信息等。,信用评级信息,Credit Rating Information,指征信管理业务中对信用评级机构的管理信息。如信用评级机构人数、信用评级机构信息录入时间等。,M2_CRI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,征信管理业务信息,CreditManagementBusinessInformation,指征信管理业务所涵盖的相关属性信息，如个人征信机构管理信息、信用评级信息等。,征信维权信息,Information On Credit Investigation And Rights Protection,指征信管理业务中对征信机构投诉、诉讼的信息。如征信维权投诉受理单编号、征信维权投诉处理情况等。,M2_IOCIARP
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,征信管理业务信息,CreditManagementBusinessInformation,指征信管理业务所涵盖的相关属性信息，如个人征信机构管理信息、信用评级信息等。,信用体系建设管理信息,Credit System Construction Management Information,指征信管理业务中信用体系建设管理信息。如小微企业信用体系建设进展情况、建档户数等。,M2_CSCMI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,征信管理业务信息,CreditManagementBusinessInformation,指征信管理业务所涵盖的相关属性信息，如个人征信机构管理信息、信用评级信息等。,金融信用数据库管理信息,Financial Credit Database Management Information,指征信管理业务中金融信用信息基础数据库管理信息。如金融信用信息基础数据库接入城市商业银行数量、金融信用信息基础数据库接入国有商业银行数量等。,M2_FCDMI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,利率报备业务信息,InterestRateReportingBusinessInformation,指管理商业银行报备利率、汇率数据业务所涵益的相关属性信息，如指标管理信息、汇率信息。,指标管理信息,Indicator Management Information,指利率指标相关的业务信息。如指标ID.指标所属类型等。,M3_IMI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,利率报备业务信息,InterestRateReportingBusinessInformation,指管理商业银行报备利率、汇率数据业务所涵益的相关属性信息，如指标管理信息、汇率信息。,汇率信息,Exchange Rate Information,指汇率相关的业务信息。如汇率折算开始日期、汇率折算目标币种等。,M2_ERI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,舆情监测业务信息,PublicOpinionMonitoringBusinessInformation,指舆情监测业务所涵盖的相关属性信息，如舆情采集信息、热点汇总信息。,舆情采集信息,Public Opinion Collection Information,指采集的新闻报道业务信息。如新闻报道关键字、新闻报道所属类别等。,M2_POCI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,舆情监测业务信息,PublicOpinionMonitoringBusinessInformation,指舆情监测业务所涵盖的相关属性信息，如舆情采集信息、热点汇总信息。,热点汇总信息,Hotspot Summary Information,指业务部门对新闻报道热点信息进行归纳和汇总.并获得新的业务信息。如每周热点类别、每周热点信息关健词等。,M2_HSI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,行政预审批业务信息,AdministrativePreApprovalBusinessInformation,指开展行政与审批业务所产生的各类信息，如事项申请信息、事项审批信息,事项申请信息,Item Application Information,指行政事项申请相关的业务信息。如行政审批申请编号、附件材料名称等。,M2_IAI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,行政预审批业务信息,AdministrativePreApprovalBusinessInformation,指开展行政与审批业务所产生的各类信息，如事项申请信息、事项审批信息,事项审批信息,Event Approval Information,指审批结果和通知等信息。如行政审批审核意见等。,M2_EAPI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,货币购售业务信息,Currency Purchase And Sale Business Information,指境内与境外主体间进行人民币或外汇购售的相关业务。如人民币购售业务金额等。,M3_CPASBI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,收支业务（含汇总）信息,Revenue And Expense Business  Including Summary Information,指跨境收支业务信息以及相关汇总信息。如贸易类型、跨境支出总金额等。,M3_RAEB ISI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,跨境投融资业务信息,Cross Border Investment And Financing Business Information,指跨境信贷融资、证券交易、债券发行等与投资和融资相关的业务信息。如跨境融资余额、本币金额等。,M3_CBIAFBI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,跨境担保业务信息,Cross Border Guarantee Business Information,指进行跨境担保相关的业务信息。如跨境担保申报号码、跨境担保金额等。,M3_CBGBI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,跨境银行主体业务信息,Cross Border Bank Main Business Information,指结算、消算等以银行为主体发生的业务信息。如跨境消算收款金额等。,M3_CBBMBI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,跨境双向资金池业务信息,Cross Border Two Way Fund Pool Business Information,指跨国企业根据自身经营需要，对内部资金余缺谜行调节的业务信息。如双向资金池总金额等。,M3_CBTWFPBI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,利率汇率信息,Interest Rate And Exchange Rate Information,指跨境相关业务所涉及的利率和汇率信息。如币种、基准利率等。,M2_IRAERI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,节点信息,Node Information,指跨境收付系统内部经常变动的业务信息。如节点代码、节点启用日期等。,M3_NI
